При рассмотрении движения тела относительно Земли студент учел и центробежную силу и кориолисову силу, но не учел гравитационные силы со стороны Солнца и Луны. Почему?|так как тело было на расстоянии от Земли не дальше, чем её радиус, в этом случае гравитационными силами со стороны Солнца и Луны можно пренебречь
Почему удержаться в транспорте на поворотах легче в неподвижном состоянии, чем при движении?|при повороте транспорта на движущегося человека действует не только центробежная сила, но и и сила Кориолиса
Чем силы инерции отличаются от обычных сил классической механики?|Силы инерции зависят от скоростей тел, на которые они действуют
В каком случае уравнение моментов относительно движущегося начала имеет такой же вид, что и относительно неподвижного начала?|если движущееся начало совпадает с центром масс системы
Выберем в твердом теле некоторую точку О. Произвольное движение твердого тела разложим на поступательное движение со скоростью, равной скорости точки О, и вращательное движение вокруг мгновенной оси, проходящей через эту точку. Выберем теперь другую точку А и опять разложим движение на поступательное движение со скоростью, равной скорости точки А, и вращательное движение вокруг мгновенной оси, проходящей через точку А. Известно, что поступательная скорость движения при переходе от точки О к точке А увеличилась в два раза. Как при этом изменилась скорость вращательного движения?|Не изменилась, так как точки принадлежать одному телу
Чем некорректно следующее определение: "весом тела называется приложенная к нему сила, равная и противоположно направленная силе, с которой это тело действует на подставку, на которой оно лежит, или тянет за подвес, к которому оно подвешено"?|необходимо добавить, что подставка, тело и подвес покоятся относительно системы отсчёта (относительно Земли)
Почему полые тела скатываются с наклонной плоскости за другое время, чем сплошные тела той же геометрической формы?|так как моменты инерции полых тел больше, чем у сплошных, поэтому на вращательное движение приходится большая кинетическая энергия
Что может являться причиной нерегулярных колебаний продолжительности суток?|Перемещение масс внутри Земли (выпадение осадков, вулканическая деятельность), тем самым меняется момент инерции (угловая скорость вращения)
Почему абсолютная термодинамическая шкала температур называется абсолютной?|Абсолютная шкала температуры называется так, потому что мера основного состояния нижнего предела температуры — абсолютный ноль
Что некорректно в следующем определении "моль есть количество вещества системы, содержащей столько же молекул, сколько содержится атомов в углероде-12 массой 0,012 кг"?|необходимо добавить, что При применении моля структурные элементы должны быть специфицированы и могут быть атомами, молекулами, ионами, электронами и другими частицами или специфицированными группами частиц.
Сколько параметров требуется для описания неквазистатического процесса в общем случае?|требуется столько же параметров, сколько и для макроскопического описания равновесного состояния
Что является термометрической величиной в идеально-газовой шкале температур?|давление при постоянном объёме
В чем некорректность фразы "в состоянии термодинамического равновесия все процессы прекращаются"?|прекращаются все необратимые процессы
Как без использования понятия температуры определить, что тело А более холоднее, чем тело В?|Скорость движения молекул в теле А меньше, чем в теле В
Какие условия накладываются на термоскоп?|Температура окружающей среды, атмосферное давление, степень нагретости тела
Какой физический закон лежит в основе создания абсолютной термодинамической шкалы температур?|Газовый закон (Закон Шарля)
В чем некорректность фразы "температура, при которой твердая и жидкая фаза одного и того же вещества сосуществуют в фазовом равновесии, называется нормальной точкой плавления"?|необходимо добавить: при нормальном атмосферном давлении
Что такое уравнение состояния тела?|уравнение, связывающее между собой термодинамические (макроскопические) параметры системы, такие, как температура, давление, объём
В чем отличие получения уравнения состояния в термодинамике и в статистической физике?|статистическая физика даёт вывод термодинамики многих реальных систем
Когда мы говорим, что два тела имеют одинаковые температуры?|Мы имеем ввиду, что температура тел попадает в определённый интервал, где данная погрешность не существенна для решения данной задачи
Как связаны термоскоп и термометр?|приборы для измерения температуры, термометр более точный и усовершенствованный
В чем некорректность фразы "температура, при которой сосуществуют в фазовом равновесии твердая, жидкая и газообразная фаза одного и того же вещества при нормальном атмосферном давлении, называется тройной точкой"?|давление тройной точки для многих веществ ниже, чем атмосферное (при атмосферном они начинаю плавится)
Как связаны макроскопические термодинамические параметры с функциями, характеризующими динамическое состояние системы?|Макроскопические термодинамические параметры, описывающие систему целиком, имеют смысл средних значений (за большой промежуток времени) , характеризующих динамическое состояние системы
Почему удержаться в транспорте на поворотах легче в неподвижном состоянии, чем при движении?|из-за действия силы Корлиоса
Выберем в твердом теле некоторую точку О. Произвольное движение твердого тела разложим на поступательное движение со скоростью, равной скорости точки О, и вращательное движение вокруг мгновенной оси, проходящей через эту точку. Выберем теперь другую точку А и опять разложим движение на поступательное движение со скоростью, равной скорости точки А, и вращательное движение вокруг мгновенной оси, проходящей через точку А. Известно, что поступательная скорость движения при переходе от точки О к точке А увеличилась в два раза. Как при этом изменилась скорость вращательного движения?|в 2 раза
При рассмотрении движения тела относительно Земли студент учел и центробежную силу и кориолисову силу, но не учел гравитационные силы со стороны Солнца и Луны. Почему?|Силы гравитационного притяжения Солнца, Луны и всех остальных небесных тел выпадают из уравнения относительного движения. Они полностью компенсируются поступательными силами инерции возникающими из-за ускорения, сообщаемого Земле этими полями. Следствие общего закона Галилея
Чем силы инерции отличаются от обычных сил классической механики?|сила это мера механического, которая существует попарно и являет собой результат взаимодействия тел
Что является некорректным в следующем определении однородности времени: "однородность времени означает, что если в два любые момента времени все тела некоторой системы поставить в совершенно одинаковые условия, то начиная с этих моментов все явления в ней будут протекать совершенно одинаково"?|система должна быть замкнута
В физике Ньютона по каким траекториям движутся планеты?|по эллиптическим
Что может являться причиной нерегулярных колебаний продолжительности суток?|Изменение скорости вращения
В каком случае уравнение моментов относительно движущегося начала имеет такой же вид, что и относительно неподвижного начала?|в случае , когда ось вращения проходит через центр массы тела так, что ее направление в пространстве остается неизменным
Что общего между сальто прыгуна и пируэтом балерины?|они оба сообщают своему телу вращательный импульс. Вращение выполняется по законам вращения вокруг неподвижной оси
Чем некорректно следующее определение: "весом тела называется приложенная к нему сила, равная и противоположно направленная силе, с которой это тело действует на подставку, на которой оно лежит, или тянет за подвес, к которому оно подвешено"?|вес тела это сила, действующая на горизонтальную опору или вертикальный подвес под притяжением Земли
Почему полые тела скатываются с наклонной плоскости за другое время, чем сплошные тела той же геометрической формы?|в следствии малой силы тяжести
Почему величина третьей космической скорости не определена однозначно?|слишком много условий таких как осевой вращение, места старта, влияние атмосферного сопротивления
Имеется твердое тело, имеющее одну неподвижную точку. Нужно перевести тело из произвольного начального положения в произвольное конечное положение. Какое минимальное количество поворотов (и осей вращения) потребуется для этого в общем случае? |Один поворот вокруг оси
Чему равна сумма моментов инерции тела относительно трех произвольных осей, пересекающихся в одной точке О?|Равна удвоенному моменту инерции того же тела относительно этой точки
Апогелий планеты на 10% больше перигелия. Как относятся площади, которые описывают радиус-векторы планет в апогелии и перигелии за одну секунду?|как радиус-вектор
Что некорректно в следующем определении "моль есть количество вещества системы, содержащей столько же молекул, сколько содержится атомов в углероде-12 массой 0,012 кг"?|Моль равен количеству вещества системы, содержащей столько же структурных элементов
Что является термометрической величиной в идеально-газовой шкале температур?|разреженные газы
Когда мы говорим, что два тела имеют одинаковые температуры?|Если каждое из них находится в тепловом равновесии с телом С (этим телом может быть термометр)
В чем отличие получения уравнения состояния в термодинамике и в статистической физике?|В статической физике определяется или рассчитывается теоретически на основе представлений о строении, а в законе  термодинамики могут быть применены на практике
Как связаны макроскопические термодинамические параметры с функциями, характеризующими динамическое состояние системы?|Связаны уравнением состояния
Какие условия накладываются на термоскоп?|условия атмосферного давления
Сколько параметров требуется для описания неквазистатического процесса в общем случае?|столько же параметров, сколько требуется для описания равновесного состояния
В чем некорректность фразы "температура, при которой сосуществуют в фазовом равновесии твердая, жидкая и газообразная фаза одного и того же вещества при нормальном атмосферном давлении, называется тройной точкой"?|сосуществуют в фазовом равновесии при нормальном атмосферном давлении
В чем некорректность фразы "в состоянии термодинамического равновесия все процессы прекращаются"?|При термодинамическом равновесии в системе прекращаются все необратимые процессы, которые связанны с диссипацией энергии
Что такое уравнение состояния тела?|Это соотношение, отражающее для конкретного класса термодинамических систем связь между характеризующими её макроскопическими физическими величинами
В чем некорректность фразы "температура, при которой твердая и жидкая фаза одного и того же вещества сосуществуют в фазовом равновесии, называется нормальной точкой плавления"?|сосуществуют в фазовом равновесии при нормальном атмосферном давлении
Какой физический закон лежит в основе создания абсолютной термодинамической шкалы температур?|закон Вина
Почему абсолютная термодинамическая шкала температур называется абсолютной?|Потому что она является единственной функцией состояния термодинамической системы, которая характеризует направление самопроизвольного теплообмена между телами
Как связаны термоскоп и термометр?|они определяют разность температур
В каком случае уравнение моментов относительно движущегося начала имеет такой же вид, что и относительно неподвижного начала?|Когда скорость движущегося начала параллельна скорости центра масс
Что является некорректным в следующем определении однородности времени: "однородность времени означает, что если в два любые момента времени все тела некоторой системы поставить в совершенно одинаковые условия, то начиная с этих моментов все явления в ней будут протекать совершенно одинаково"?|Система должна быть замкнутой
Что может являться причиной нерегулярных колебаний продолжительности суток?|Изменение угловой скорости вращения земли из-за изменения ее момента инерции
Почему полые тела скатываются с наклонной плоскости за другое время, чем сплошные тела той же геометрической формы?|т.к. тела имеют разные момнты инерции и следовательно разные угловые скорости
Чем силы инерции отличаются от обычных сил классической механики?|силы энергии зависят от скоростей тел на которые они действуют
Чем некорректно следующее определение: "весом тела называется приложенная к нему сила, равная и противоположно направленная силе, с которой это тело действует на подставку, на которой оно лежит, или тянет за подвес, к которому оно подвешено"?|На тело действует сила реакции опоры, а на опору или подвес действует сила под названием вес
Выберем в твердом теле некоторую точку О. Произвольное движение твердого тела разложим на поступательное движение со скоростью, равной скорости точки О, и вращательное движение вокруг мгновенной оси, проходящей через эту точку. Выберем теперь другую точку А и опять разложим движение на поступательное движение со скоростью, равной скорости точки А, и вращательное движение вокруг мгновенной оси, проходящей через точку А. Известно, что поступательная скорость движения при переходе от точки О к точке А увеличилась в два раза. Как при этом изменилась скорость вращательного движения?|Увеличилась в 4 раза
Что общего между сальто прыгуна и пируэтом балерины?|Вращательное движение
Почему величина третьей космической скорости не определена однозначно?|Потому что гравитационная постоянная в пределах солнечной галлактики не постояна
В физике Ньютона по каким траекториям движутся планеты?|По элипсовидным
Почему удержаться в транспорте на поворотах легче в неподвижном состоянии, чем при движении?|Т.к при повороте транспорта на движущегося человека действует не только центробежная сила, но и еще сила Кориолиса
Имеется твердое тело, имеющее одну неподвижную точку. Нужно перевести тело из произвольного начального положения в произвольное конечное положение. Какое минимальное количество поворотов (и осей вращения) потребуется для этого в общем случае? |миниальное количетсво поворотов или осей вращения должно равняться 3
Чему равна сумма моментов инерции тела относительно трех произвольных осей, пересекающихся в одной точке О?|Удвоенному моменту относительно этой точки
Апогелий планеты на 10% больше перигелия. Как относятся площади, которые описывают радиус-векторы планет в апогелии и перигелии за одну секунду?|Один к одному
При рассмотрении движения тела относительно Земли студент учел и центробежную силу и кориолисову силу, но не учел гравитационные силы со стороны Солнца и Луны. Почему?|Потому что они слишком малы по сравнению с остальными и их можно не учитывать
Что такое уравнение состояния тела?|Соотношение, показывающее взаимосвязь между характеризующими его величинами
Какой физический закон лежит в основе создания абсолютной термодинамической шкалы температур?|Уравнение состояния идеального газа
Почему абсолютная термодинамическая шкала температур называется абсолютной?|За ноль шкалы принята не относительная велечина, а минимальный предел температур (абсолютный ноль)
В чем отличие получения уравнения состояния в термодинамике и в статистической физике?|Понятие и определение энтропии
В чем некорректность фразы "температура, при которой твердая и жидкая фаза одного и того же вещества сосуществуют в фазовом равновесии, называется нормальной точкой плавления"?|Процессы должны происходить при атмосферном давлении
В чем некорректность фразы "в состоянии термодинамического равновесия все процессы прекращаются"?|Процессы не прекращаются, а остаются неизменными
Сколько параметров требуется для описания неквазистатического процесса в общем случае?|четыре
Как связаны термоскоп и термометр?|Принципом работы, и там и там показания снимаются за счет расширения или сужения конкретного вещества
Как без использования понятия температуры определить, что тело А более холоднее, чем тело В?|Определить их внутреннюю энергию, у тела А она меньше
Что является термометрической величиной в идеально-газовой шкале температур?|Давление и объем
В чем некорректность фразы "температура, при которой сосуществуют в фазовом равновесии твердая, жидкая и газообразная фаза одного и того же вещества при нормальном атмосферном давлении, называется тройной точкой"?|Тройная точка определяется не только температурой, но и давлением
Как связаны макроскопические термодинамические параметры с функциями, характеризующими динамическое состояние системы?|Макроскопические термодинамические параметры, описывающие систему целиком, имеют смысл средних значений (за большой промежуток времени) , характеризующих динамическое состояние системы
Когда мы говорим, что два тела имеют одинаковые температуры?|Перестанут быть заметными какие либо изменения в состоянии тел и они не будут совершать теплообмен между собой при контакте
Что некорректно в следующем определении "моль есть количество вещества системы, содержащей столько же молекул, сколько содержится атомов в углероде-12 массой 0,012 кг"?|Не молекул, а структурных элементов
Какие условия накладываются на термоскоп?|Показания термоскопа зависят от атмосферного давления
Почему полые тела скатываются с наклонной плоскости за другое время, чем сплошные тела той же геометрической формы?|Потому что при одинаковых массах полые тела обладают большим моментом инерции, чем сплошные тела, а следовательно, на долю вращательного движения полых тел приходится большая кинетическая энергия
Почему удержаться в транспорте на поворотах легче в неподвижном состоянии, чем при движении?|Потому что при повороте транспорта на движущегося человека действует не только центробежная сила, но и сила Кориолиса
Что общего между сальто прыгуна и пируэтом балерины?|Группировка прыгуна в момент полета позволяет ему уменьшить момент инерции, а следовательно, увеличить угловую скорость, чтобы выполнить как можно больше кувырков (оборотов). Балерина действует по тому же принципу, только при вращении вокруг неподвижной оси
Выберем в твердом теле некоторую точку О. Произвольное движение твердого тела разложим на поступательное движение со скоростью, равной скорости точки О, и вращательное движение вокруг мгновенной оси, проходящей через эту точку. Выберем теперь другую точку А и опять разложим движение на поступательное движение со скоростью, равной скорости точки А, и вращательное движение вокруг мгновенной оси, проходящей через точку А. Известно, что поступательная скорость движения при переходе от точки О к точке А увеличилась в два раза. Как при этом изменилась скорость вращательного движения?|Не изменилась
Почему величина третьей космической скорости не определена однозначно?|Потому что третья космическая скорость зависит угла выхода корабля из зоны земного тяготения
Что является некорректным в следующем определении однородности времени: "однородность времени означает, что если в два любые момента времени все тела некоторой системы поставить в совершенно одинаковые условия, то начиная с этих моментов все явления в ней будут протекать совершенно одинаково"?|Некорректно то, что система, в которой находятся тела, должна быть замкнута
Что может являться причиной нерегулярных колебаний продолжительности суток?|Причиной может являться любое перемещение масс внутри Земли (выпадение осадков, вулканическая деятельность, горообразование и тд), которое изменяет момент инерции Земли, а с ним и угловую скорость вращения планеты
В физике Ньютона по каким траекториям движутся планеты?|По эллиптической
При рассмотрении движения тела относительно Земли студент учел и центробежную силу и кориолисову силу, но не учел гравитационные силы со стороны Солнца и Луны. Почему?|В задаче рассматривалось движение тела вблизи земной поверхности, а так как размеры Земли малы по сравнению с расстояниями до Луны и до Солнца, то изменения их гравитационных полей можно не учитывать (считать внешнее гравитационное поле Земли однородным) доп. внешние гравитационные поля Л. И С. Неоднородны, они убывают пропорционально квадрату расстояния от С. И Л.
В каком случае уравнение моментов относительно движущегося начала имеет такой же вид, что и относительно неподвижного начала?|Если движущееся начало совпадает с центром масс системы
Имеется твердое тело, имеющее одну неподвижную точку. Нужно перевести тело из произвольного начального положения в произвольное конечное положение. Какое минимальное количество поворотов (и осей вращения) потребуется для этого в общем случае? |Один поворот вокруг неподвижной оси, проходящей через эту неподвижную точку
Чем силы инерции отличаются от обычных сил классической механики?|Они не инварианты относительно разных систем отсчета (меняют свое значение), а также они не подчиняются закону о равенстве действия и противодействия
Апогелий планеты на 10% больше перигелия. Как относятся площади, которые описывают радиус-векторы планет в апогелии и перигелии за одну секунду?|Площадь, описываемая радиус-вектором в перигелии больше, чем в апогелии, так как скорость движения планеты в перигелии больше, чем в апогелии
Чему равна сумма моментов инерции тела относительно трех произвольных осей, пересекающихся в одной точке О?|Сумма моментов инерции тела равна удвоенному моменту инерции этого тела относительно точки пересечения О
Чем некорректно следующее определение: "весом тела называется приложенная к нему сила, равная и противоположно направленная силе, с которой это тело действует на подставку, на которой оно лежит, или тянет за подвес, к которому оно подвешено"?|Необходимо добавить, что тело, подставка и подвес покоятся
Что такое уравнение состояния тела?|Это уравнение, связывающее между собой термодинамические (макроскопические) параметры системы, такие, как температура, давление, объём, химический потенциал и др
В чем некорректность фразы "в состоянии термодинамического равновесия все процессы прекращаются"?|Нужно уточнение «прекращаются все необратимые процессы»
Как без использования понятия температуры определить, что тело А более холоднее, чем тело В?|Если соединить оба тела, то более теплое будет отдавать энергию, а более холодное будет ее поглощать
В чем некорректность фразы "температура, при которой сосуществуют в фазовом равновесии твердая, жидкая и газообразная фаза одного и того же вещества при нормальном атмосферном давлении, называется тройной точкой"?|Нужно изменить «при атмосферном давлении» на «при определенном давлении» (т.к. давление тройной точки для многих веществ ниже, чем атмосферное (при атмосферном они начинаю плавиться)
В чем отличие получения уравнения состояния в термодинамике и в статистической физике?|В термодинамике уравнение состояния выражает связь между макроскопическими параметрами состояния вещества, а параметры состояния вещества с точки зрения статистической физики являются математическими ожиданиями некоторых случайных величин
Что является термометрической величиной в идеально-газовой шкале температур?|Давление
Какие условия накладываются на термоскоп?|Температура окружающей среды, атмосферное давление, степень нагретости тела
Сколько параметров требуется для описания неквазистатического процесса в общем случае?|Потребуется столько же параметров, сколько и для макроскопического описания равновесного состояния
Какой физический закон лежит в основе создания абсолютной термодинамической шкалы температур?|Клапейрона
Когда мы говорим, что два тела имеют одинаковые температуры?|Когда при их соприкосновении не происходит теплообмена (не происходит передача кинетической энергии частиц)
Как связаны термоскоп и термометр?|Оба прибора служат для измерения температуры, термометр является более современным, точным и усовершенствованным прибором
Почему абсолютная термодинамическая шкала температур называется абсолютной?|Абсолютная термодинамическая шкала называется так, потому что мера основного состояния нижнего предела температуры — абсолютный ноль, то есть наиболее низкая возможная температура, при которой в принципе невозможно извлечь из вещества тепловую энергию.
Что некорректно в следующем определении "моль есть количество вещества системы, содержащей столько же молекул, сколько содержится атомов в углероде-12 массой 0,012 кг"?|Нужно добавить, что при применении моля структурные элементы должны быть специфицированы и могут быть атомами, молекулами, ионами, электронами и другими частицами или специфицированными группами частиц
В чем некорректность фразы "температура, при которой твердая и жидкая фаза одного и того же вещества сосуществуют в фазовом равновесии, называется нормальной точкой плавления"?|Нужно добавить «при нормальном атмосферном давлении»
Как связаны макроскопические термодинамические параметры с функциями, характеризующими динамическое состояние системы?|Макроскопические термодинамические параметры, описывающие систему целиком, имеют смысл средних значений (за большой промежуток времени), характеризующих динамическое состояние системы
