Можно ли при падении монохроматического света отточечного источника S на круглое отверстие в непрозрачном экране наблюдать вцентре экране темное пятно? Если да, топри каких условиях?|нельзя
Принцип, утверждающий, что свет распространяетсяпо такому пути, для прохождения которого ему требуется экстремальное время. |принцип Ферма
Что представляет из себя излучение отдельногоатома? |электромагнитное излучение
Что появится вокруг точки касания слегкаизогнутой выпуклой линзы и плоскопараллельной пластины при прохождении светасквозь линзу и пластину?|интерференционная картина
В какой волне не может возникнуть поляризация? |в продольной
Величина, показывающая, какая доля энергиипадающего излучения с частотами ω и dω+ω поглощается поверхностью тела.|поглощательная способность
Свет от лампы проходит через два одинаковых поляризатора,оси поляризации которых перпендикулярны. Чему будет равна интенсивность светапосле прохождения второго поляризатора, если после прохождения первого егоинтенсивность уменьшилась в 1.5 раза?|в 3 раза меньше
В соответствии с законом Рэлея, наиболееинтенсивно рассеиваются световые волны, соответствующие в области видимогоспектра синему или красному цвету? |синего цвета
Как изменятся кинетическая и потенциальнаяэнергии положительно заряженной частицы, если она под действием сил поляпереходит из точки с большим потенциалом в точку с меньшим потенциалом? |уменьшается
Как называют среды с постоянным коэффициентомпреломления?|абсолютные
Отношение энергии отраженной волны к энергиипадающей называется|интенсивность
Как изменится длина волны света при переходе извакуума в прозрачную среду с абсолютным показателем преломления n = 2? |уменьшится в 2 раза
При падении естественного света на прозрачныйдиэлектрик под углом Брюстера поляризация у отраженного и преломленного лучей соответственно будут ...|достигать наибольшего значения
Какое явление показывает поперечность световыхволн? |поляризация волн
Чем фундаментально интерференция отличается отдифракции?|принципом
Рассеяние Рэлея света оптического диапазона в земнойатмосфере происходит в основном в каких условиях? |идеальных
Для света какого цвета показатель преломленияводы является наибольшим?|красного
Как изменится частота света при переходе извакуума в прозрачную среду с показателем преломления n=2?|уменьшится в 2 раза
... дифракционной решетки характеризует возможностьнаблюдать дифракционные максимумы раздельно от излучения с длинами волн λ и λ+λδ.|ширина
Что станет с поляризованным светом, проходящимчерез слой мелко истолченного стекла? |отразится
Какие оптические явления лежат в основеголографии |дифракция света
Как называют среды с постоянным коэффициентомпреломления?|Среда
Что представляет из себя излучение отдельногоатома? |Тепло
Чем фундаментально интерференция отличается отдифракции?|Путём прохождения луча
Принцип, утверждающий, что свет распространяетсяпо такому пути, для прохождения которого ему требуется экстремальное время. |Нет такого
Как изменится длина волны света при переходе извакуума в прозрачную среду с абсолютным показателем преломления n = 2? |длина волны уменьшится
Как изменятся кинетическая и потенциальнаяэнергии положительно заряженной частицы, если она под действием сил поляпереходит из точки с большим потенциалом в точку с меньшим потенциалом? |кинетическая не изменится, потенциальная уменьшится
Как называют среды с постоянным коэффициентомпреломления?|однородная среда
Что станет с поляризованным светом, проходящимчерез слой мелко истолченного стекла? |отразится
В соответствии с законом Рэлея, наиболееинтенсивно рассеиваются световые волны, соответствующие в области видимогоспектра синему или красному цвету? |синему цвету
Чем фундаментально интерференция отличается отдифракции?|поведением волн
Фазовая скорость некоторой волны в среде с показателем преломления n равна v=c/n, групповая скорость этой волны равна u. Чему равна скорость фронта волны в этой среде?|u-v
Дисперсия называется аномальной, если (написать через длину волны)|уменьшение показателя преломления среды при уменьшении длины волны света
Отношение энергии отраженной волны к энергиипадающей называется|преломлённая волна
Чему равна энергия результирующих колебаний вточках, соответствующих интерференционным максимумам, возникающим при сложениидвух равных по амплитуде когерентных волн? |нулю
Для света какого цвета показатель преломленияводы является наибольшим?|фиолетовый
Принцип, утверждающий, что свет распространяетсяпо такому пути, для прохождения которого ему требуется экстремальное время. |принцип Ферма
Что появится вокруг точки касания слегкаизогнутой выпуклой линзы и плоскопараллельной пластины при прохождении светасквозь линзу и пластину?|радуга
Величина, показывающая, какая доля энергиипадающего излучения с частотами ω и dω+ω поглощается поверхностью тела.|Энергетическая светимость тела
Как изменится на фотографии вид полной Луны,если закрыть правую половину объектива телескопа? |Форма изображения не изменится, яркость изображения уменьшится в два раза0
Какие оптические явления лежат в основеголографии |дифракция света
Что представляет из себя излучение отдельногоатома? |ионизирующее излучение
При падении естественного света на прозрачныйдиэлектрик под углом Брюстера поляризация у отраженного и преломленного лучей соответственно будут ...|частично поляризованны
Как изменится частота света при переходе извакуума в прозрачную среду с показателем преломления n=2?|останется неизменной
В какой волне не может возникнуть поляризация? |стоячей
Какое явление показывает поперечность световыхволн? |дифракция
... дифракционной решетки характеризует возможностьнаблюдать дифракционные максимумы раздельно от излучения с длинами волн λ и λ+λδ.|ширина
При дифракции Френеля на круглом отверстиидифракционная картина будет иметь вид чередующихся светлых и темныхконцентрических колец, в центре которой будет светлое пятно, если отверстиеоткрывает|нечётное количество зон Френеля
Можно ли при падении монохроматического света отточечного источника S на круглое отверстие в непрозрачном экране наблюдать вцентре экране темное пятно? Если да, топри каких условиях?|чётное количество зон Френеля
Свет от лампы проходит через два одинаковых поляризатора,оси поляризации которых перпендикулярны. Чему будет равна интенсивность светапосле прохождения второго поляризатора, если после прохождения первого егоинтенсивность уменьшилась в 1.5 раза?|в 3 раза больше от первоначального
Можно ли при падении монохроматического света отточечного источника S на круглое отверстие в непрозрачном экране наблюдать вцентре экране темное пятно? Если да, топри каких условиях?|чётное количество зон Френеля
Дисперсия называется аномальной, если (написать через длину волны)|при уменьшении показателя преломления, уменьшается так же длина волны
Какие оптические явления лежат в основеголографии |дифракция света
Рассеяние Рэлея света оптического диапазона в земнойатмосфере происходит в основном в каких условиях? |разных
Принцип, утверждающий, что свет распространяетсяпо такому пути, для прохождения которого ему требуется экстремальное время. |принцип Ферма
В соответствии с законом Рэлея, наиболееинтенсивно рассеиваются световые волны, соответствующие в области видимогоспектра синему или красному цвету? |синему цветовому спектру
Чему равна энергия результирующих колебаний вточках, соответствующих интерференционным максимумам, возникающим при сложениидвух равных по амплитуде когерентных волн? |0
Как изменится частота света при переходе извакуума в прозрачную среду с показателем преломления n=2?|не изменится
Рассеяние Рэлея света оптического диапазона в земнойатмосфере происходит в основном в каких условиях? |всяких разных
Как изменятся кинетическая и потенциальнаяэнергии положительно заряженной частицы, если она под действием сил поляпереходит из точки с большим потенциалом в точку с меньшим потенциалом? |уменьшается
Свет от лампы проходит через два одинаковых поляризатора,оси поляризации которых перпендикулярны. Чему будет равна интенсивность светапосле прохождения второго поляризатора, если после прохождения первого егоинтенсивность уменьшилась в 1.5 раза?|в 3 раза меньше от исходного
Что станет с поляризованным светом, проходящимчерез слой мелко истолченного стекла? |отразится
В какой волне не может возникнуть поляризация? |стоячей
Для света какого цвета показатель преломленияводы является наибольшим?|фиолетовый
При дифракции Френеля на круглом отверстиидифракционная картина будет иметь вид чередующихся светлых и темныхконцентрических колец, в центре которой будет светлое пятно, если отверстиеоткрывает|нечётное количество зон Френеля
При падении естественного света на прозрачныйдиэлектрик под углом Брюстера поляризация у отраженного и преломленного лучей соответственно будут ...|равны
Фазовая скорость некоторой волны в среде с показателем преломления n равна v=c/n, групповая скорость этой волны равна u. Чему равна скорость фронта волны в этой среде?|u-c/n
... дифракционной решетки характеризует возможностьнаблюдать дифракционные максимумы раздельно от излучения с длинами волн λ и λ+λδ.|мирина
Величина, показывающая, какая доля энергиипадающего излучения с частотами ω и dω+ω поглощается поверхностью тела.|энергетическая светимость тела
Чем фундаментально интерференция отличается отдифракции?|видом волн
Что появится вокруг точки касания слегкаизогнутой выпуклой линзы и плоскопараллельной пластины при прохождении светасквозь линзу и пластину?|интерференция
Отношение энергии отраженной волны к энергиипадающей называется|показатель отражения
Как называют среды с постоянным коэффициентомпреломления?|однородные
Как изменится длина волны света при переходе извакуума в прозрачную среду с абсолютным показателем преломления n = 2? |длина волны уменьшится в 2 раза
Что представляет из себя излучение отдельногоатома? |ионизирующее излучение
Как изменится на фотографии вид полной Луны,если закрыть правую половину объектива телескопа? |форма не изменится, яркость уменьшится в 2 раза
Какое явление показывает поперечность световыхволн? |интерференция
При дифракции Френеля на круглом отверстиидифракционная картина будет иметь вид чередующихся светлых и темныхконцентрических колец, в центре которой будет светлое пятно, если отверстиеоткрывает|2 зону френеля
Свет от лампы проходит через два одинаковых поляризатора,оси поляризации которых перпендикулярны. Чему будет равна интенсивность светапосле прохождения второго поляризатора, если после прохождения первого егоинтенсивность уменьшилась в 1.5 раза?|Уменьшится в 3 раза
Как изменится длина волны света при переходе извакуума в прозрачную среду с абсолютным показателем преломления n = 2? |Изменится в 2 раза
Как изменится частота света при переходе извакуума в прозрачную среду с показателем преломления n=2?|Изменится в 2 раза
Как изменится на фотографии вид полной Луны,если закрыть правую половину объектива телескопа? |Не изменится
Величина, показывающая, какая доля энергиипадающего излучения с частотами ω и dω+ω поглощается поверхностью тела.|Поглощательная способность
Что появится вокруг точки касания слегкаизогнутой выпуклой линзы и плоскопараллельной пластины при прохождении светасквозь линзу и пластину?|Кольцеобразные интерференционные максимумы и минимумы
В соответствии с законом Рэлея, наиболееинтенсивно рассеиваются световые волны, соответствующие в области видимогоспектра синему или красному цвету? |синему
Принцип, утверждающий, что свет распространяетсяпо такому пути, для прохождения которого ему требуется экстремальное время. |Принцип Ферма
Какое явление показывает поперечность световыхволн? |Явление интерференции
При падении естественного света на прозрачныйдиэлектрик под углом Брюстера поляризация у отраженного и преломленного лучей соответственно будут ...|равны
Как называют среды с постоянным коэффициентомпреломления?|Оптически однородные
Как изменятся кинетическая и потенциальнаяэнергии положительно заряженной частицы, если она под действием сил поляпереходит из точки с большим потенциалом в точку с меньшим потенциалом? |Кинетическая энергия увеличивается, потенциальная уменьшается
Чем фундаментально интерференция отличается отдифракции?|Интерференция-доказательство волновой природы света, дифракция - доказательство теории, что свет это частица
Можно ли при падении монохроматического света отточечного источника S на круглое отверстие в непрозрачном экране наблюдать вцентре экране темное пятно? Если да, топри каких условиях?|Да
Что станет с поляризованным светом, проходящимчерез слой мелко истолченного стекла? |Он превратится в деполяризованный
В какой волне не может возникнуть поляризация? |В продольной
Какие оптические явления лежат в основеголографии |Взаимное наложение световых волн
Отношение энергии отраженной волны к энергиипадающей называется|коэффициент отражения
... дифракционной решетки характеризует возможностьнаблюдать дифракционные максимумы раздельно от излучения с длинами волн λ и λ+λδ.|Разрешение
Чему равна энергия результирующих колебаний вточках, соответствующих интерференционным максимумам, возникающим при сложениидвух равных по амплитуде когерентных волн? |Энергия результирующих колебаний каждой точки среды равна сумме энергий ее колебаний, обусловленными всеми ее некогерентными волнами в отдельности
Для света какого цвета показатель преломленияводы является наибольшим?|фиолетового
Дисперсия называется аномальной, если (написать через длину волны)|n уменьшается с уменьшением длины воны
Как изменится частота света при переходе извакуума в прозрачную среду с показателем преломления n=2?|Изменится в 2 раза
Как изменится на фотографии вид полной Луны,если закрыть правую половину объектива телескопа? |Не изменится
Как изменятся кинетическая и потенциальнаяэнергии положительно заряженной частицы, если она под действием сил поляпереходит из точки с большим потенциалом в точку с меньшим потенциалом? |Кинетическая увеличится, потенциальная уменьшится
Отношение энергии отраженной волны к энергиипадающей называется|коэффициентом отражения
Как изменится длина волны света при переходе извакуума в прозрачную среду с абсолютным показателем преломления n = 2? |Изменится в 2 раза
В соответствии с законом Рэлея, наиболееинтенсивно рассеиваются световые волны, соответствующие в области видимогоспектра синему или красному цвету? |синему
При падении естественного света на прозрачныйдиэлектрик под углом Брюстера поляризация у отраженного и преломленного лучей соответственно будут ...|равны
Какое явление показывает поперечность световыхволн? |интерференция
Свет от лампы проходит через два одинаковых поляризатора,оси поляризации которых перпендикулярны. Чему будет равна интенсивность светапосле прохождения второго поляризатора, если после прохождения первого егоинтенсивность уменьшилась в 1.5 раза?|уменьшится в 3 раза
При дифракции Френеля на круглом отверстиидифракционная картина будет иметь вид чередующихся светлых и темныхконцентрических колец, в центре которой будет светлое пятно, если отверстиеоткрывает|вторую зону
Что появится вокруг точки касания слегкаизогнутой выпуклой линзы и плоскопараллельной пластины при прохождении светасквозь линзу и пластину?|кольцеобразные интерференционные максимумы и минимумы
... дифракционной решетки характеризует возможностьнаблюдать дифракционные максимумы раздельно от излучения с длинами волн λ и λ+λδ.|Разрешение
Для света какого цвета показатель преломленияводы является наибольшим?|Фиолетового
Чем фундаментально интерференция отличается отдифракции?|Интерференция доказывает волновую природу света, дифракция доказательство того, что свет это частица
Как называют среды с постоянным коэффициентомпреломления?|Однородные
Что станет с поляризованным светом, проходящимчерез слой мелко истолченного стекла? |Деполяризуется
Величина, показывающая, какая доля энергиипадающего излучения с частотами ω и dω+ω поглощается поверхностью тела.|Поглощаемость
В какой волне не может возникнуть поляризация? |В продольной
Какие оптические явления лежат в основеголографии |Наложение световых волн друг на друга
Принцип, утверждающий, что свет распространяетсяпо такому пути, для прохождения которого ему требуется экстремальное время. |Принцип Ферма
Что появится вокруг точки касания слегкаизогнутой выпуклой линзы и плоскопараллельной пластины при прохождении светасквозь линзу и пластину?|Кольцеобразные максимумы и минимумы
Величина, показывающая, какая доля энергиипадающего излучения с частотами ω и dω+ω поглощается поверхностью тела.|Поглощаемость
Дисперсия называется аномальной, если (написать через длину волны)|n понижается с уменьшением длины волны
В соответствии с законом Рэлея, наиболееинтенсивно рассеиваются световые волны, соответствующие в области видимогоспектра синему или красному цвету? |Синему
Какое явление показывает поперечность световыхволн? |Интерференция и поляризация
Принцип, утверждающий, что свет распространяетсяпо такому пути, для прохождения которого ему требуется экстремальное время. |Ферма
Что станет с поляризованным светом, проходящимчерез слой мелко истолченного стекла? |Деполяризация
Как изменится длина волны света при переходе извакуума в прозрачную среду с абсолютным показателем преломления n = 2? |Изменится в 2 раза
Свет от лампы проходит через два одинаковых поляризатора,оси поляризации которых перпендикулярны. Чему будет равна интенсивность светапосле прохождения второго поляризатора, если после прохождения первого егоинтенсивность уменьшилась в 1.5 раза?|Уменьшится в 3 раза
Для света какого цвета показатель преломленияводы является наибольшим?|Фиолетовый
При падении естественного света на прозрачныйдиэлектрик под углом Брюстера поляризация у отраженного и преломленного лучей соответственно будут ...|Равны
Отношение энергии отраженной волны к энергиипадающей называется|Коэффициентом отражения
Какие оптические явления лежат в основеголографии |Наложение световых волн
При дифракции Френеля на круглом отверстиидифракционная картина будет иметь вид чередующихся светлых и темныхконцентрических колец, в центре которой будет светлое пятно, если отверстиеоткрывает|Вторую зону
... дифракционной решетки характеризует возможностьнаблюдать дифракционные максимумы раздельно от излучения с длинами волн λ и λ+λδ.|Разрешение
Как изменятся кинетическая и потенциальнаяэнергии положительно заряженной частицы, если она под действием сил поляпереходит из точки с большим потенциалом в точку с меньшим потенциалом? |Кинетическая увеличится, потенциальная уменьшится
Как называют среды с постоянным коэффициентомпреломления?|Однородные
В какой волне не может возникнуть поляризация? |Продольной
Дисперсия называется аномальной, если (написать через длину волны)|n уменьшается с уменьшением длины волны
Как изменится на фотографии вид полной Луны,если закрыть правую половину объектива телескопа? |Никак
Чем фундаментально интерференция отличается отдифракции?|Интерференция доказывает, что свет это поток частиц, дифракция доказывает, что свет это волна
Как изменится частота света при переходе извакуума в прозрачную среду с показателем преломления n=2?|Увеличится в 2 раза
Как называют среды с постоянным коэффициентомпреломления?|Изотропные
При падении естественного света на прозрачныйдиэлектрик под углом Брюстера поляризация у отраженного и преломленного лучей соответственно будут ...|равны
Какое явление показывает поперечность световыхволн? |Поляризация
В соответствии с законом Рэлея, наиболееинтенсивно рассеиваются световые волны, соответствующие в области видимогоспектра синему или красному цвету? |Синего
Чему равна энергия результирующих колебаний вточках, соответствующих интерференционным максимумам, возникающим при сложениидвух равных по амплитуде когерентных волн? |Сумме энергий этих волн
Фазовая скорость некоторой волны в среде с показателем преломления n равна v=c/n, групповая скорость этой волны равна u. Чему равна скорость фронта волны в этой среде?|uc/n
Можно ли при падении монохроматического света отточечного источника S на круглое отверстие в непрозрачном экране наблюдать вцентре экране темное пятно? Если да, топри каких условиях?|Если открыто чётное число зон Френеля
Принцип, утверждающий, что свет распространяетсяпо такому пути, для прохождения которого ему требуется экстремальное время. |Экстремальный принцип
Отношение энергии отраженной волны к энергиипадающей называется|Коэффициент отражения
Дисперсия называется аномальной, если (написать через длину волны)|Уменьшении показателя преломления, при уменьшении длины волны света
Какие оптические явления лежат в основеголографии |интерференция и дифракция
При дифракции Френеля на круглом отверстиидифракционная картина будет иметь вид чередующихся светлых и темныхконцентрических колец, в центре которой будет светлое пятно, если отверстиеоткрывает|нечётное кол-во зон Френеля
В какой волне не может возникнуть поляризация? |Продольной
Чем фундаментально интерференция отличается отдифракции?|Интерференция - наложение когерентных волн. Дифракция -отклонение света от прямолинейного направления вблизи препятствий
Как изменятся кинетическая и потенциальнаяэнергии положительно заряженной частицы, если она под действием сил поляпереходит из точки с большим потенциалом в точку с меньшим потенциалом? |Потенциальная уменьшается, кинетическая растёт
Рассеяние Рэлея света оптического диапазона в земнойатмосфере происходит в основном в каких условиях? |Неоднородность атмосферы. Пыль, мелкие частицы
Свет от лампы проходит через два одинаковых поляризатора,оси поляризации которых перпендикулярны. Чему будет равна интенсивность светапосле прохождения второго поляризатора, если после прохождения первого егоинтенсивность уменьшилась в 1.5 раза?|Равна интенсивности до поляризаторов
Величина, показывающая, какая доля энергиипадающего излучения с частотами ω и dω+ω поглощается поверхностью тела.|Коэффициент поглощения
Как изменится длина волны света при переходе извакуума в прозрачную среду с абсолютным показателем преломления n = 2? |Увеличится в 2 раза
Для света какого цвета показатель преломленияводы является наибольшим?|Красный
Как изменится на фотографии вид полной Луны,если закрыть правую половину объектива телескопа? |Будет видна только половина луны :)
Как изменится частота света при переходе извакуума в прозрачную среду с показателем преломления n=2?|Уменьшится в 2 раза
... дифракционной решетки характеризует возможностьнаблюдать дифракционные максимумы раздельно от излучения с длинами волн λ и λ+λδ.|Угловая дисперсия
Какое явление показывает поперечность световыхволн? |Поляризация
Можно ли при падении монохроматического света отточечного источника S на круглое отверстие в непрозрачном экране наблюдать вцентре экране темное пятно? Если да, топри каких условиях?|При нечётном кол-ве открытых зон Френеля
Какие оптические явления лежат в основеголографии |Дифракция и интерференция
Принцип, утверждающий, что свет распространяетсяпо такому пути, для прохождения которого ему требуется экстремальное время. |Принцип Ферма
Как называют среды с постоянным коэффициентомпреломления?|Изотропные
Рассеяние Рэлея света оптического диапазона в земнойатмосфере происходит в основном в каких условиях? |При неоднородности атмосферы
Для света какого цвета показатель преломленияводы является наибольшим?|Красного
Дисперсия называется аномальной, если (написать через длину волны)|Уменьшение показателя преломления при уменьшении длинны волны
В соответствии с законом Рэлея, наиболееинтенсивно рассеиваются световые волны, соответствующие в области видимогоспектра синему или красному цвету? |Красному
При дифракции Френеля на круглом отверстиидифракционная картина будет иметь вид чередующихся светлых и темныхконцентрических колец, в центре которой будет светлое пятно, если отверстиеоткрывает|При чётном кол-ве открытых зон Френеля
Отношение энергии отраженной волны к энергиипадающей называется|Коэффициент отражения
Что появится вокруг точки касания слегкаизогнутой выпуклой линзы и плоскопараллельной пластины при прохождении светасквозь линзу и пластину?|9
Фазовая скорость некоторой волны в среде с показателем преломления n равна v=c/n, групповая скорость этой волны равна u. Чему равна скорость фронта волны в этой среде?|сu/n
Как изменятся кинетическая и потенциальнаяэнергии положительно заряженной частицы, если она под действием сил поляпереходит из точки с большим потенциалом в точку с меньшим потенциалом? |потенциальная энергия уменьшится, кинетическая возрастёт
